transaction_id,utr_number,batch_id,scheme_name,rail_operator,originating_country,currency_code,transaction_type,amount,fee_charged,net_amount,status,failure_reason,initiated_at,completed_at,latency_ms,sender_account,sender_bank,receiver_account,receiver_bank,device_type,auth_method,merchant_category,is_cross_border,edge_case_flag,edge_case_note,data_classification,synthetic_version,do_not_use_in_prod
04e5b67f-25eb-44c8-9ab3-88556eb6d005,VUHYQANJX1V5LHYGQKA,BATCH_20250505_18,Express Elixir,KIR,PL,PLN,P2P,1539.85,0.0,1539.85,TIMED_OUT,BENEFICIARY_NOT_FOUND,2025-05-05T13:03:32,,29444,XXXX43381115,COMMBANK,XXXX41168660,BRADESCO,POS_TERMINAL,MPIN,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
cde94817-02bb-428f-b8cf-f7e7429bc790,WN0DACNLMB1GSX0XR,BATCH_20250513_70,CIPS/IBPS,PBoC,CN,USD,P2P,199.65,0.0,199.65,COMPLETED,,2025-05-13T19:02:51,2025-05-13T19:02:55.752000,4752,XXXX46345363,BRADESCO,XXXX00290481,BNP_PARIBAS,MOBILE_APP,OTP,,True,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
da860045-126e-4f7b-95d2-c92ae4259c49,MJP6WWT3ZWNSUR2X1P1,BATCH_20250515_90,bKash,bKash Ltd,BD,USD,P2B,272.47,0.0,272.47,COMPLETED,,2025-05-15T07:01:27,2025-05-15T07:01:36.289000,9289,XXXX45383583,ITAU_BANK,XXXX30453078,AXIS_BANK,WEB_BROWSER,NONE,EDUCATION,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
e38b825a-9fe2-42f0-9478-728a7c6f4271,VUKMGZ2L6E4RGHJY72QQDD,BATCH_20250320_30,GhIPSS,GhIPSS,GH,USD,P2P,53.06,0.0,53.06,COMPLETED,,2025-03-20T06:43:06,2025-03-20T06:43:13.426000,7426,XXXX36140424,DEUTSCHE_BANK,XXXX62531954,ICICI_BANK,USSD,NONE,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
cc600086-f7c3-4889-ba68-e7225b6f9c45,G0SPR4ZWP6H7DLMHSJQCU757,BATCH_20250328_89,PayNow,ABS,SG,SGD,P2B,21934.09,41.44,21892.65,TIMED_OUT,INVALID_ACCOUNT_NUMBER,2025-03-28T10:49:43,,29816,XXXX63655625,COMMBANK,XXXX54227587,BRADESCO,POS_TERMINAL,MPIN,FOOD_BEVERAGE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
e3cbdf5b-6b22-4cd0-ba59-1378fc67e411,Q76XLX7RD7CNTQ9DKMLT,BATCH_20250316_07,NIP,NIBSS,NG,NGN,P2G,616.14,0.0,616.14,FAILED,DAILY_LIMIT_EXCEEDED,2025-03-16T14:25:24,,4832,XXXX80245317,FNB_ZA,XXXX22993743,FIRST_BANK_NG,POS_TERMINAL,MPIN,UTILITIES,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
3a91cba3-44be-4e2d-b365-55db5b516460,M6XYTXCD3FU4NRLJ8S,BATCH_20250416_85,UPI,NPCI,IN,INR,B2B,18558.31,11.68,18546.63,FAILED,INVALID_ACCOUNT_NUMBER,2025-04-16T07:37:05,,1260,XXXX86169450,HDFC_BANK,XXXX19602441,DEUTSCHE_BANK,MOBILE_APP,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
4c3535fc-8452-423e-89a4-3ddd72f2dc37,YJJ5U02H5LZYV3KC7,BATCH_20250308_42,GhIPSS,GhIPSS,GH,USD,P2P,116.21,0.0,116.21,COMPLETED,,2025-03-08T15:34:10,2025-03-08T15:34:15.660000,5660,XXXX76443538,STATE_BANK,XXXX67269663,JP_MORGAN,WEB_BROWSER,OTP,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
2595b67d-683e-49ee-a787-78874c6c5b26,4023AS53UMQM69AX,BATCH_20250328_39,PromptPay,NITMX,TH,THB,P2P,3234.22,4.5,3229.72,COMPLETED,,2025-03-28T13:45:41,2025-03-28T13:45:45.737000,4737,XXXX79508970,MAYBANK,XXXX83139232,BANAMEX,USSD,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
56a4b3e4-139b-489c-b64a-658b1ce42822,73HMN9DC4GVJPHDTMA,BATCH_20250405_12,NPP,NPPA,AU,AUD,P2B,36058.74,21.31,36037.43,FAILED,INVALID_VPA,2025-04-05T01:29:52,,3348,XXXX05183390,BANAMEX,XXXX31202948,FNB_ZA,API_DIRECT,OTP,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
bec5b96a-1d36-437d-a288-a62a050e26dd,KDTMX4LAGDKEJSX0F4P,BATCH_20250402_49,M-PESA,Safaricom,KE,USD,P2B,191.94,0.0,191.94,FAILED,BANK_OFFLINE,2025-04-02T00:41:45,,4977,XXXX50559160,LLOYDS,XXXX18520663,DBS_BANK,ATM,BIOMETRIC,GOVERNMENT_FEE,False,AFTER_HOURS_LEGACY_BANK,Initiated at 03:00 local — legacy bank offline window,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
ed15e4cf-0942-432b-af5b-c1363eb0ceb0,STDQL3YM49GEAYMX,BATCH_20250321_34,InstaPay,BancNet,PH,USD,P2G,677.0,0.0,677.0,TIMED_OUT,INVALID_ACCOUNT_NUMBER,2025-03-21T21:54:00,,29261,XXXX27391155,KASIKORN,XXXX61262459,COMMBANK,ATM,NONE,UTILITIES,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
3035301b-2316-4093-b468-56fabc251ae1,6RQT6B5YPD5ZV5WG80E40T5P,BATCH_20250325_34,SEPA Instant (DE),Bundesbank,DE,USD,B2B,57185.4,0.0,57185.4,FAILED,DAILY_LIMIT_EXCEEDED,2025-03-25T09:52:27,,1444,XXXX38041078,DBS_BANK,XXXX27204814,BRI,USSD,MPIN,RETAIL,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
bd861b5d-5d93-46c7-8573-d6745fc5a092,DHY5YMWFZCM6UAD4W17CMY,BATCH_20250411_69,FAST KH,NBC,KH,USD,P2B,160.67,0.0,160.67,COMPLETED,,2025-04-11T00:22:16,2025-04-11T00:22:25.464000,9464,XXXX97370902,ICICI_BANK,XXXX34949950,KASIKORN,WEB_BROWSER,MPIN,FOOD_BEVERAGE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
04a96da3-83c3-41ad-9baa-268dde5d53cb,YYWE4ADF35BW4F4R3PKTNHQ,BATCH_20250429_42,Transferencias 3.0,BCRA,AR,USD,P2B,117.97,0.0,117.97,REVERSED,INVALID_VPA,2025-04-29T16:36:06,,8311,XXXX31553105,BRI,XXXX04573271,HDFC_BANK,ATM,HARDWARE_TOKEN,HEALTHCARE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
70b00296-a23e-40a8-a076-591eaf26be4c,Q3HNWLJKNNJ6CFJUM5FU,BATCH_20250319_79,UPI,NPCI,IN,INR,P2B,4260.49,7.92,4252.57,COMPLETED,,2025-03-19T14:46:52,2025-03-19T14:46:53.738000,1738,XXXX85997655,BANAMEX,XXXX05755528,BNP_PARIBAS,USSD,HARDWARE_TOKEN,EDUCATION,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
9481f4fe-8fbd-411d-b539-5f470d9547a6,0KLJMEQF4W8J4Q2A9JE,BATCH_20250528_59,RTR,Payments Canada,CA,USD,P2P,301.11,0.0,301.11,COMPLETED,,2025-05-28T15:34:27,2025-05-28T15:34:36.287000,9287,XXXX18000869,ICICI_BANK,XXXX63247750,HDFC_BANK,MOBILE_APP,OTP,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
e165ba97-94f5-4594-82a3-0d1e0cbe2169,8EH7A9ZK4NA4MFAF3GQ,BATCH_20250503_36,Swish,Bankgirot,SE,USD,P2P,1091.61,1.39,1090.22,REVERSED,FRAUD_HOLD,2025-05-03T08:37:23,,6036,XXXX17977784,BANAMEX,XXXX30681537,DEUTSCHE_BANK,API_DIRECT,OTP,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
c564718a-ab21-4533-88fe-4537857d1f59,LFF4M4NSYRD0CUQTS,BATCH_20250413_33,TEF,Banco Central Chile,CL,USD,P2B,0.0,4.08,-4.08,FAILED,INVALID_AMOUNT,2025-04-13T21:48:57,,4557,XXXX75477967,DEUTSCHE_BANK,XXXX90751048,ITAU_BANK,WEB_BROWSER,MPIN,EDUCATION,False,ZERO_AMOUNT,Zero-value transaction attempt — should always FAIL,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
1a4c41e4-24e5-4f84-a18d-3f863b0b8283,J1GG865KBTVWPFYB8T9HQU,BATCH_20250408_73,EthSwitch,EthSwitch,ET,USD,P2B,230.99,0.0,230.99,COMPLETED,,2025-04-08T09:21:31,2025-04-08T09:21:37.079000,6079,XXXX71979415,ITAU_BANK,XXXX19468541,BARCLAYS,USSD,MPIN,EDUCATION,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
eac26144-7c56-4774-8a09-a55c79658369,HZ3GQLAZJ0GWGU38JS31G0Z,BATCH_20250327_58,M-PESA,Safaricom,KE,USD,P2P,776.95,0.0,776.95,REVERSED,INSUFFICIENT_FUNDS,2025-03-27T12:12:43,,1340,XXXX11873117,DBS_BANK,XXXX63903883,BRI,POS_TERMINAL,NONE,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
63ee95bc-fb93-4ccc-bba0-d7f42bba2bc7,R6M5D7YVBJFVAUMS9,BATCH_20250303_85,Pix,BCB,BR,BRL,P2G,1754.78,1.39,1753.39,COMPLETED,,2025-03-03T07:22:40,2025-03-03T07:22:43.223000,3223,XXXX82505398,HDFC_BANK,XXXX17313319,ITAU_BANK,POS_TERMINAL,OTP,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
0b6feb5c-75bd-433b-931a-d0a7bd24af4e,9ZMQQWP464UQ4KUPYHVDAQ,BATCH_20250517_74,Oasis,FTCI,KR,USD,P2P,1272.42,1.41,1271.01,TIMED_OUT,SYSTEM_TIMEOUT,2025-05-17T17:56:23,,33384,XXXX03218167,FNB_ZA,XXXX49541685,BRADESCO,MOBILE_APP,NONE,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
6bd149da-ddb3-4dbe-9453-326494ef4cb9,C5SNPG88BZV2C4TYTCFQAN,BATCH_20250323_31,Faster Payments,Pay.UK,GB,GBP,P2P,249.04,0.0,249.04,COMPLETED,,2025-03-23T00:38:31,2025-03-23T00:38:35.144000,4144,XXXX42905719,FIRST_BANK_NG,XXXX45688968,BRI,ATM,NONE,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
9bde48ac-7b1a-499c-ae83-983efda76a17,QQK1LDSP9EZZ4NMMLBLL,BATCH_20250406_54,Faster Payments,Pay.UK,GB,GBP,P2G,29613.5,0.0,29613.5,REVERSED,FRAUD_HOLD,2025-04-06T19:20:54,,3879,XXXX53296175,BNP_PARIBAS,XXXX15032737,STATE_BANK,API_DIRECT,MPIN,GOVERNMENT_FEE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
1af77da6-7077-4dc8-bc7c-0f5f416cbf1b,0KQNF5DHXVL90Y22C8VSAVT9,BATCH_20250520_41,Aani,Al Etihad Payments,AE,USD,P2P,3779.84,0.0,3779.84,COMPLETED,,2025-05-20T09:36:50,2025-05-20T09:36:55.762000,5762,XXXX85837421,DBS_BANK,XXXX09059555,PKO_BP,POS_TERMINAL,OTP,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
fde33f91-d6d9-47e8-808f-474fabae094c,CN2SMGSVRATC5CLFLU1S,BATCH_20250304_71,Aani,Al Etihad Payments,AE,USD,P2P,2891.74,1.12,2890.62,COMPLETED,,2025-03-04T20:16:42,2025-03-04T20:16:49.949000,7949,XXXX57024850,DBS_BANK,XXXX81177355,KASIKORN,API_DIRECT,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
8e496990-c6b2-42c3-99da-17cda29597f1,Z8L91QVDY878C6A5CWZJ95VD,BATCH_20250303_89,PayNow,ABS,SG,SGD,P2P,4324.0,0.0,4324.0,PENDING,,2025-03-03T00:20:43,,,XXXX73462642,JP_MORGAN,XXXX47876981,MAYBANK,API_DIRECT,MPIN,,True,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
1e005a66-4d52-4208-aff5-06afb576ee3c,W8ZH0XSNZZU3GFKWB,BATCH_20250424_61,Express Elixir,KIR,PL,PLN,P2G,1747.46,2.91,1744.55,COMPLETED,,2025-04-24T14:35:38,2025-04-24T14:35:41.735000,3735,XXXX16148690,JP_MORGAN,XXXX07074166,COMMBANK,MOBILE_APP,NONE,HEALTHCARE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
37d8892b-05d1-46f8-a904-1a57f8bb1dc0,VDRTLN4YWMG32NS5UQMJ34X,BATCH_20250505_47,Faster Payments,Pay.UK,GB,GBP,P2B,18972.2,24.73,18947.47,COMPLETED,,2025-05-05T21:56:11,2025-05-05T21:56:12.477000,1477,XXXX21763893,HDFC_BANK,XXXX34384042,FNB_ZA,POS_TERMINAL,NONE,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
2e5a315a-1ba6-4012-a5b1-ebafb4d5d98a,GA35AFLFWU77Z4P2HP0P28MS,BATCH_20250321_47,RwandaRapide,NBR,RW,USD,P2P,171.1,0.0,171.1,COMPLETED,,2025-03-21T05:53:10,2025-03-21T05:53:13.128000,3128,XXXX86869166,MAYBANK,XXXX79707659,KASIKORN,USSD,NONE,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
3d574add-68c6-4587-be86-809620aa13b6,WQKCRK5ZE1YYCSJYA0,BATCH_20250410_82,TEF,Banco Central Chile,CL,USD,B2B,8500.0,2.16,8497.84,TIMED_OUT,BENEFICIARY_NOT_FOUND,2025-04-10T03:37:57,,33442,XXXX98258857,MAYBANK,XXXX57990716,JP_MORGAN,MOBILE_APP,HARDWARE_TOKEN,FOOD_BEVERAGE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
2d140f00-2f42-4662-b894-2c9c52589b1d,3EE4BEDMEL9H40FJ4ZSJS65T,BATCH_20250430_39,FAST KH,NBC,KH,USD,P2P,116.11,0.0,116.11,TIMED_OUT,BANK_OFFLINE,2025-04-30T21:35:27,,32325,XXXX89893415,BRI,XXXX43371548,STATE_BANK,MOBILE_APP,NONE,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
12c68af9-2658-4e31-be8a-d83447598f62,GUZY518BDCM2L9BN6C,BATCH_20250306_29,Pix,BCB,BR,BRL,P2P,2777.81,0.0,2777.81,FAILED,BANK_OFFLINE,2025-03-06T21:06:48,,1594,XXXX20282085,LLOYDS,XXXX38923438,DEUTSCHE_BANK,USSD,OTP,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
cfb054c2-6ec1-4c44-ac34-cc48d100c85c,V8J77T8P3ELBEH6VY,BATCH_20250515_15,RTR,Payments Canada,CA,USD,G2P,1055.44,0.0,1055.44,COMPLETED,,2025-05-15T22:59:53,2025-05-15T22:59:53.384000,384,XXXX96200347,JP_MORGAN,XXXX56079747,DEUTSCHE_BANK,ATM,NONE,TRANSPORT,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
ddcc83e2-0bff-4e3e-b755-55bac3b17de0,EWQYW0TCBGLRYKHEKAA,BATCH_20250520_67,SEPA Instant,EPC,EU,EUR,P2B,10847.6,13.52,10834.08,TIMED_OUT,ACCOUNT_FROZEN,2025-05-20T05:51:10,,33628,XXXX84095634,MAYBANK,XXXX40519701,BRI,USSD,MPIN,UTILITIES,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
e8d7a2c7-4562-4e3b-ac78-1f623c296d68,ZZVQGRES8J36QG2LL60,BATCH_20250411_74,Zengin,JBA,JP,USD,B2B,28144.78,0.0,28144.78,FAILED,BENEFICIARY_NOT_FOUND,2025-04-11T16:09:58,,493,XXXX56279871,STATE_BANK,XXXX89048803,BARCLAYS,API_DIRECT,OTP,UTILITIES,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
ee0cfcf2-8ec4-4314-a633-3e380c8a5030,38NGTZCRJT6QD1SH,BATCH_20250430_16,Bizum,AEB,ES,USD,P2P,371.1,0.0,371.1,PENDING,,2025-04-30T13:45:41,,,XXXX70689115,BANAMEX,XXXX13265732,BARCLAYS,POS_TERMINAL,NONE,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
4f5f4a31-33b6-4808-b0cb-662fb1ec43a4,PHLLECN4UFZP47CC7A,BATCH_20250524_68,NPP,NPPA,AU,AUD,P2P,2298.01,0.0,2298.01,COMPLETED,,2025-05-24T06:56:15,2025-05-24T06:56:20.786000,5786,XXXX16118114,BRADESCO,XXXX08596332,AXIS_BANK,POS_TERMINAL,MPIN,,False,SAME_SENDER_RECEIVER,Sender and receiver identifiers are identical,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
4b95601c-fc8b-4e3f-bd87-1e2b527eb29b,129BSJXT3GGD7N9749Z,BATCH_20250309_86,SPEI,Banxico,MX,MXN,P2B,2260.91,0.0,2260.91,COMPLETED,,2025-03-09T06:28:21,2025-03-09T06:28:24.533000,3533,XXXX10970148,STATE_BANK,XXXX24370137,FIRST_BANK_NG,ATM,HARDWARE_TOKEN,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
d846c4fb-a3e6-4b89-b3e3-cfacad0fbdc0,VTVQNFFUT26C79GAU,BATCH_20250512_55,SARIE,Saudi Payments,SA,USD,B2B,7947.53,0.0,7947.53,COMPLETED,,2025-05-12T02:36:25,2025-05-12T02:36:30.202000,5202,XXXX02114567,BNP_PARIBAS,XXXX28652094,ICICI_BANK,API_DIRECT,MPIN,UTILITIES,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
b2f2ed43-5b00-4442-8c2c-6f748c187eac,1DF02JEVU451UJJ5KJYTD,BATCH_20250501_16,PayShap,BankservAfrica,ZA,ZAR,P2G,506.72,0.0,506.72,COMPLETED,,2025-05-01T12:20:17,2025-05-01T12:20:17.723000,723,XXXX55853113,DEUTSCHE_BANK,XXXX98970491,FIRST_BANK_NG,MOBILE_APP,MPIN,EDUCATION,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
20cfc93a-9992-4d1d-8114-b093c49ea957,UMEFGEWL627QLCNCTSBTUN,BATCH_20250413_20,Express Elixir,KIR,PL,PLN,P2P,3232.94,0.0,3232.94,COMPLETED,,2025-04-13T12:49:23,2025-04-13T12:49:25.535000,2535,XXXX85652225,FIRST_BANK_NG,XXXX60195237,BANAMEX,MOBILE_APP,MPIN,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
e192b45d-11c9-4cc7-bb4c-583ecd5badfa,ZU3QGQ65JE4UBGRCEC6NP,BATCH_20250523_51,NAPAS 247,NAPAS,VN,USD,P2P,1158.95,0.0,1158.95,COMPLETED,,2025-05-23T06:55:00,2025-05-23T06:55:05.812000,5812,XXXX21596868,DEUTSCHE_BANK,XXXX17821244,AXIS_BANK,POS_TERMINAL,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
b7ef77fb-c4e7-4ed8-8307-c3fce82f81fa,GYPZ8Q2ESCRLTNEM4JHEWM,BATCH_20250309_31,TEF,Banco Central Chile,CL,USD,P2P,3959.57,4.16,3955.41,COMPLETED,,2025-03-09T13:04:13,2025-03-09T13:04:16.741000,3741,XXXX70088155,BARCLAYS,XXXX42951126,ICICI_BANK,POS_TERMINAL,MPIN,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
ee968ea7-738f-40d0-ab07-b125109878ff,VJAB96WZDXUNT8WCYA5Y400X,BATCH_20250310_39,InstaPay,BancNet,PH,USD,P2P,194.28,0.0,194.28,FAILED,SYSTEM_TIMEOUT,2025-03-10T13:31:56,,3254,XXXX11625488,HDFC_BANK,XXXX54874752,DBS_BANK,USSD,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
c8d769e7-8c99-45fe-a523-a7c6dd7589da,1T7VTJ5Q94HXHCHXGYJ,BATCH_20250519_60,FAST,BKM,TR,USD,B2B,8193.56,0.0,8193.56,COMPLETED,,2025-05-19T23:34:37,2025-05-19T23:34:37.749000,749,XXXX37379844,FNB_ZA,XXXX58492788,PKO_BP,WEB_BROWSER,NONE,UTILITIES,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
7188fb5d-0625-4473-9587-4f817f5b3ee4,AF04PDVP40L62ZDY1UY2G8,BATCH_20250404_91,RwandaRapide,NBR,RW,USD,P2P,391.52,0.0,391.52,FAILED,FRAUD_HOLD,2025-04-04T00:46:09,,3781,XXXX19287016,FIRST_BANK_NG,XXXX00420959,FNB_ZA,WEB_BROWSER,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
e705b4f4-d3d6-46c3-97dd-70a2f7088321,P3LXF06D9HQGH9VASTN,BATCH_20250501_59,TEF,Banco Central Chile,CL,USD,P2B,1936.97,0.0,1936.97,REVERSED,BANK_OFFLINE,2025-05-01T17:29:11,,9781,XXXX89224755,BNP_PARIBAS,XXXX87384521,LLOYDS,API_DIRECT,BIOMETRIC,RETAIL,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
1acf9b2e-d572-4911-be3a-743769e51eb4,2MBE4VNYHFNNJGAMKCF,BATCH_20250322_89,SBP,NSPK,RU,USD,P2P,2395.59,2.46,2393.13,PENDING,,2025-03-22T06:44:56,,,XXXX08688442,FIRST_BANK_NG,XXXX53287793,BRADESCO,MOBILE_APP,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
68f080e5-89ff-4fdb-b4cd-25a0c6b956f0,AQSAJ656ZJCQWQJMHZ,BATCH_20250409_39,NAPAS 247,NAPAS,VN,USD,P2P,3385.68,0.0,3385.68,COMPLETED,,2025-04-09T04:57:22,2025-04-09T04:57:23.870000,1870,XXXX15338219,ITAU_BANK,XXXX88043093,BARCLAYS,ATM,BIOMETRIC,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
fa37e370-b707-4903-b55a-33ddb513b345,UNCQTVXG4H6DHWDTXYAKRM4,BATCH_20250421_03,RTR,Payments Canada,CA,USD,P2P,1823.67,0.0,1823.67,PENDING,,2025-04-21T13:39:22,,,XXXX38626124,FIRST_BANK_NG,XXXX36236687,STATE_BANK,ATM,MPIN,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
6034ca0b-896c-449b-82a0-5f85dc6bff59,7LU0C3AFCDYZD4KJBQG9U2,BATCH_20250501_55,SPEI,Banxico,MX,MXN,P2B,2955.15,0.0,2955.15,PENDING,,2025-05-01T11:55:36,,,XXXX23115689,JP_MORGAN,XXXX10789193,COMMBANK,USSD,HARDWARE_TOKEN,FOOD_BEVERAGE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
924dcb8e-b3e2-4485-9f20-8745341864ed,8ADJMRUXV8V5D6KP1NKDG23L,BATCH_20250321_31,PayShap,BankservAfrica,ZA,ZAR,P2B,327.17,0.0,327.17,REVERSED,BENEFICIARY_NOT_FOUND,2025-03-21T14:03:17,,5421,XXXX38987528,BANAMEX,XXXX70114302,AXIS_BANK,API_DIRECT,HARDWARE_TOKEN,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
d5be8e41-381c-41e3-a54b-7bbfb86c1957,54F3ZZ252XLJAJS5CBW448ZE,BATCH_20250528_37,InstaPay,BancNet,PH,USD,P2P,409.27,0.0,409.27,FAILED,INVALID_ACCOUNT_NUMBER,2025-05-28T21:03:10,,2128,XXXX54099663,AXIS_BANK,XXXX39138225,FNB_ZA,MOBILE_APP,NONE,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
f70a35b1-d918-4519-a561-1f7b372eb99f,L69U69BAYDRTL8G59L6GDXA0,BATCH_20250527_40,RwandaRapide,NBR,RW,USD,B2B,7850.87,0.0,7850.87,TIMED_OUT,INSUFFICIENT_FUNDS,2025-05-27T22:17:46,,34156,XXXX93382489,DEUTSCHE_BANK,XXXX87492235,BRADESCO,MOBILE_APP,HARDWARE_TOKEN,FOOD_BEVERAGE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
5b9e8da8-9fc8-4825-bf3e-149a097c14f7,KAYBPDQ7UN3M27T3TPV62E,BATCH_20250506_04,FedNow,Federal Reserve,US,USD,P2P,1717.8,1.38,1716.42,COMPLETED,,2025-05-06T03:07:00,2025-05-06T03:07:02.629000,2629,XXXX08451673,AXIS_BANK,XXXX87578728,BRI,MOBILE_APP,HARDWARE_TOKEN,,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
805eefea-bff7-485b-841f-feefb0b4c52c,EHSQB8GF0D7H1E36KX,BATCH_20250529_11,bKash,bKash Ltd,BD,USD,P2B,176.74,0.0,176.74,COMPLETED,,2025-05-29T05:55:45,2025-05-29T05:55:53.232000,8232,XXXX05469409,BNP_PARIBAS,XXXX11863932,KASIKORN,WEB_BROWSER,BIOMETRIC,GOVERNMENT_FEE,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
39fcece4-f15b-44a0-9495-d6902691f989,QY3BKXS3CCRFLH49BY,BATCH_20250513_24,Faster Payments,Pay.UK,GB,GBP,B2B,98423.72,48.11,98375.61,FAILED,SYSTEM_TIMEOUT,2025-05-13T17:35:06,,1641,XXXX54196997,ICICI_BANK,XXXX31995563,STATE_BANK,POS_TERMINAL,MPIN,UTILITIES,False,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
